2017 SAT and PSAT10 District and School Results  - EMBARGOED UNTIL 10:00 A.M. ON AUGUST 17TH ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Means are calculated using only valid scores in the denominator.,,,,,,,,,,,,,,,,
* Values suppressed to protect student privacy.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Test,District Number,District Name,School Number,School Name,Total Students,Valid Scores,Evidence Based Reading and Writing Mean Score,Math Mean Score,Overall Mean Score,Participation Percent,2016 Valid Scores,2016 Evidence Based Reading and Writing Mean Score,2016 Math Mean Score,2016 Overall Mean Score,2016 Participation Percent,Mean Overall Score Change
PSAT  ,1110,FALCON 49,2908,FALCON HIGH SCHOOL,   313,305,473.5,451.3, 924.8, 97.4,297,475.4,458.4,933.8,94.6,-9.0
PSAT  ,1110,FALCON 49,3475,GOAL ACADEMY,   514,400,412.6,397.5, 810.1, 77.8,421,399.1,387.8,787.0,74.3,23.1
PSAT  ,1110,FALCON 49,6653,POWER TECHNICAL EARLY COLLEGE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,1110,FALCON 49,6810,PATRIOT HIGH SCHOOL,    23,22,408.2,376.8, 785.0, 95.7,20,387.5,393.0,780.5,95.2,4.5
PSAT  ,1110,FALCON 49,6821,PIKES PEAK EARLY COLLEGE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,   319,301,464.1,437.1, 901.3, 94.4,291,468.4,447.1,915.5,91.2,-14.2
PSAT  ,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,   357,320,465.2,446.5, 911.7, 89.6,295,463.6,458.6,922.2,89.7,-10.5
PSAT  ,1120,EDISON 54 JT,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1120,EDISON 54 JT,2523,EDISON PREP,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1130,MIAMI/YODER 60 JT,0000,DISTRICT RESULTS,    31,25,453.6,440.4, 894.0, 80.6,24,436.3,437.5,873.8,85.7,20.2
PSAT  ,1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER MIDDLE/HIGH SCHOOL,    31,25,453.6,440.4, 894.0, 80.6,24,436.3,437.5,873.8,85.7,20.2
PSAT  ,1140,CANON CITY RE-1,0000,DISTRICT RESULTS,   281,261,461.4,441.6, 903.1, 92.9,255,458.4,449.5,907.8,92.1,-4.7
PSAT  ,1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,   281,261,461.4,441.6, 903.1, 92.9,254,458.4,449.6,908.0,92.7,-4.9
PSAT  ,1150,FREMONT RE-2,0000,DISTRICT RESULTS,    92,92,439.1,426.0, 865.1,100.0,102,448.3,436.0,884.3,96.2,-19.2
PSAT  ,1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,    92,92,439.1,426.0, 865.1,100.0,102,448.3,436.0,884.3,96.2,-19.2
PSAT  ,1160,COTOPAXI RE-3,0000,DISTRICT RESULTS,    16,16,478.8,463.1, 941.9,100.0,< 16,*,*,*,*,*
PSAT  ,1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,    16,16,478.8,463.1, 941.9,100.0,< 16,*,*,*,*,*
PSAT  ,1180,ROARING FORK RE-1,0000,DISTRICT RESULTS,   461,440,464.7,472.8, 937.5, 95.4,389,465.9,469.8,935.8,89.6,1.7
PSAT  ,1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,   110,107,447.5,473.3, 920.7, 97.3,98,447.6,469.7,917.2,88.3,3.5
PSAT  ,1180,ROARING FORK RE-1,1006,BRIDGES,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,   254,241,475.8,476.5, 952.3, 94.9,197,480.6,478.8,959.4,90.0,-7.1
PSAT  ,1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,    93,89,453.7,462.9, 916.6, 95.7,84,456.7,456.0,912.6,94.4,4.0
PSAT  ,1195,GARFIELD RE-2,0000,DISTRICT RESULTS,   325,306,455.8,437.0, 892.8, 94.2,321,446.6,434.0,880.6,95.3,12.2
PSAT  ,1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,   135,130,476.2,457.4, 933.6, 96.3,134,464.9,448.5,913.4,95.7,20.2
PSAT  ,1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,   190,176,440.7,421.9, 862.6, 92.6,185,433.5,423.1,856.6,94.9,6.0
PSAT  ,1220,GARFIELD 16,0000,DISTRICT RESULTS,    86,79,425.3,426.5, 851.8, 91.9,67,450.4,461.3,911.8,84.8,-60.0
PSAT  ,1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,    86,79,425.3,426.5, 851.8, 91.9,67,450.4,461.3,911.8,84.8,-60.0
PSAT  ,1330,GILPIN COUNTY RE-1,0000,DISTRICT RESULTS,    27,27,481.5,473.3, 954.8,100.0,29,491.7,469.7,961.4,100.0,-6.6
PSAT  ,1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,    27,27,481.5,473.3, 954.8,100.0,29,491.7,469.7,961.4,100.0,-6.6
PSAT  ,1340,WEST GRAND 1-JT,0000,DISTRICT RESULTS,    29,27,441.1,449.6, 890.7, 93.1,30,437.3,439.7,877.0,93.8,13.7
PSAT  ,1340,WEST GRAND 1-JT,9420,WEST GRAND HIGH SCHOOL,    29,27,441.1,449.6, 890.7, 93.1,30,437.3,439.7,877.0,93.8,13.7
PSAT  ,1350,EAST GRAND 2,0000,DISTRICT RESULTS,    85,81,476.3,469.3, 945.6, 95.3,91,469.7,454.4,924.1,92.9,21.5
PSAT  ,1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,    85,81,476.3,469.3, 945.6, 95.3,91,469.7,454.4,924.1,92.9,21.5
PSAT  ,1360,GUNNISON WATERSHED RE1J,0000,DISTRICT RESULTS,   141,134,503.3,487.2, 990.4, 95.0,132,500.9,483.4,984.3,99.2,6.1
PSAT  ,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE SECONDARY SCHOOL,    55,54,532.8,518.5,1051.3, 98.2,35,534.0,526.0,1060.0,100.0,-8.7
PSAT  ,1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,    86,80,483.4,466.0, 949.4, 93.0,97,489.0,468.0,957.0,99.0,-7.6
PSAT  ,1380,HINSDALE COUNTY RE 1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1390,HUERFANO RE-1,0000,DISTRICT RESULTS,    32,29,408.3,412.4, 820.7, 90.6,34,430.0,420.9,850.9,82.9,-30.2
PSAT  ,1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,    32,29,408.3,412.4, 820.7, 90.6,34,430.0,420.9,850.9,82.9,-30.2
PSAT  ,1400,LA VETA RE-2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,19,451.1,455.8,906.8,100.0,*
PSAT  ,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,19,451.1,455.8,906.8,100.0,*
PSAT  ,1410,NORTH PARK R-1 ,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1410,NORTH PARK R-1 ,6358,NORTH PARK SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,0000,DISTRICT RESULTS,  6259,5877,493.9,485.8, 979.7, 93.9,5899,494.3,485.5,979.7,93.2,0.0
PSAT  ,1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,    46,45,397.8,385.6, 783.3, 97.8,41,388.8,380.5,769.3,95.3,14.0
PSAT  ,1420,JEFFERSON COUNTY R-1,0108,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,   195,175,410.6,408.7, 819.3, 89.7,156,396.0,408.3,804.3,91.8,15.0
PSAT  ,1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,   231,193,416.2,422.0, 838.1, 83.5,197,441.9,441.5,883.5,92.1,-45.4
PSAT  ,1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,   437,420,488.8,481.2, 970.0, 96.1,408,488.6,471.1,959.7,93.8,10.3
PSAT  ,1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,   408,390,473.2,466.8, 939.9, 95.6,360,476.9,470.5,947.4,92.8,-7.5
PSAT  ,1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,    20,17,374.1,363.5, 737.6, 85.0,17,365.9,370.0,735.9,89.5,1.7
PSAT  ,1420,JEFFERSON COUNTY R-1,1451,ADDENBROOKE CLASSICAL ACADEMY,    27,27,498.9,484.1, 983.0,100.0,23,474.3,455.7,930.0,100.0,53.0
PSAT  ,1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,   408,394,516.0,522.6,1038.6, 96.6,425,502.1,505.3,1007.4,94.2,31.2
PSAT  ,1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,   423,403,515.0,497.2,1012.2, 95.3,378,495.4,481.1,976.5,96.9,35.7
PSAT  ,1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,    35,35,496.0,452.3, 948.3,100.0,37,518.9,459.5,978.4,100.0,-30.1
PSAT  ,1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,   208,207,527.3,512.3,1039.6, 99.5,202,525.1,501.8,1026.9,99.5,12.7
PSAT  ,1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,   389,384,502.2,489.7, 992.0, 98.7,354,507.2,493.1,1000.3,97.5,-8.3
PSAT  ,1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,   147,145,591.5,591.0,1182.6, 98.6,158,600.8,605.6,1206.3,97.5,-23.7
PSAT  ,1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,   264,253,540.4,534.4,1074.8, 95.8,258,535.8,528.7,1064.5,93.1,10.3
PSAT  ,1420,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,    26,26,555.4,528.5,1083.8,100.0,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,   306,275,508.3,497.2,1005.4, 89.9,297,498.0,478.4,976.4,86.3,29.0
PSAT  ,1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,   269,255,483.9,470.8, 954.7, 94.8,275,496.5,479.7,976.1,96.5,-21.4
PSAT  ,1420,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,    51,42,451.7,430.0, 881.7, 82.4,44,466.8,455.0,921.8,80.0,-40.1
PSAT  ,1420,JEFFERSON COUNTY R-1,4410,JEFFERSON ACADEMY HIGH SCHOOL,   105,105,552.9,538.0,1090.9,100.0,116,524.6,521.1,1045.7,100.0,45.2
PSAT  ,1420,JEFFERSON COUNTY R-1,4422,JEFFERSON JUNIOR/SENIOR HIGH SCHOOL,    97,85,403.4,396.6, 800.0, 87.6,71,406.3,400.3,806.6,71.0,-6.6
PSAT  ,1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,   528,498,509.6,496.4,1006.0, 94.3,507,524.8,511.9,1036.7,95.1,-30.7
PSAT  ,1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,    42,31,376.1,395.8, 771.9, 73.8,37,370.0,386.8,756.8,90.2,15.1
PSAT  ,1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,    44,41,502.9,452.2, 955.1, 93.2,61,507.4,464.4,971.8,91.0,-16.7
PSAT  ,1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,   361,350,459.5,454.4, 913.9, 97.0,364,464.5,454.1,918.6,96.3,-4.7
PSAT  ,1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,   424,414,524.6,525.0,1049.7, 97.6,471,521.4,525.5,1046.8,95.9,2.9
PSAT  ,1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,    27,27,463.0,479.6, 942.6,100.0,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,   364,319,487.2,479.2, 966.3, 87.6,299,482.8,478.2,961.0,92.6,5.3
PSAT  ,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,    30,27,469.3,440.7, 910.0, 90.0,26,458.1,448.8,906.9,96.3,3.1
PSAT  ,1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,   323,271,467.0,456.7, 923.7, 83.9,285,469.1,459.2,928.3,84.6,-4.6
PSAT  ,1430,EADS RE-1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1430,EADS RE-1,2336,EADS HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1440,PLAINVIEW RE-2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1450,ARRIBA-FLAGLER C-20,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1450,ARRIBA-FLAGLER C-20,2960,FLAGLER PUBLIC SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1460,HI-PLAINS R-23,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1460,HI-PLAINS R-23,7746,HI-PLAINS SCHOOL DISTRICT R-23,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1480,STRATTON R-4,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1490,BETHUNE R-5,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1490,BETHUNE R-5,0842,BETHUNE PUBLIC SCHOOLS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1500,BURLINGTON RE-6J,0000,DISTRICT RESULTS,    57,56,447.1,449.5, 896.6, 98.2,60,444.5,437.2,881.7,93.8,14.9
PSAT  ,1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,    57,56,447.1,449.5, 896.6, 98.2,60,444.5,437.2,881.7,93.8,14.9
PSAT  ,1510,LAKE COUNTY R-1,0000,DISTRICT RESULTS,    71,68,409.1,426.0, 835.1, 95.8,55,443.1,427.1,870.2,91.7,-35.1
PSAT  ,1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,    71,68,409.1,426.0, 835.1, 95.8,55,443.1,427.1,870.2,91.7,-35.1
PSAT  ,1520,DURANGO 9-R,0000,DISTRICT RESULTS,   334,307,493.7,467.9, 961.7, 91.9,253,500.9,477.7,978.6,90.0,-16.9
PSAT  ,1520,DURANGO 9-R,1526,COLORADO CONNECTIONS ACADEMY @ DURANGO,    52,44,450.5,428.9, 879.3, 84.6,NA,NA,NA,NA,NA,NA
PSAT  ,1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,   267,249,504.6,478.2, 982.8, 93.3,231,507.0,485.0,991.9,90.6,-9.1
PSAT  ,1520,DURANGO 9-R,3571,DURANGO BIG PICTURE HIGH SCHOOL,*,< 16,*,*,*,*,22,437.3,400.9,838.2,84.6,*
PSAT  ,1530,BAYFIELD 10 JT-R,0000,DISTRICT RESULTS,    98,96,474.9,464.0, 938.9, 98.0,89,496.0,497.1,993.0,95.7,-54.1
PSAT  ,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,    98,96,474.9,464.0, 938.9, 98.0,89,496.0,497.1,993.0,96.7,-54.1
PSAT  ,1540,IGNACIO 11 JT,0000,DISTRICT RESULTS,    59,55,411.3,406.7, 818.0, 93.2,58,435.9,424.5,860.3,87.9,-42.3
PSAT  ,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,    59,55,411.3,406.7, 818.0, 93.2,58,435.9,424.5,860.3,89.2,-42.3
PSAT  ,1550,POUDRE R-1,0000,DISTRICT RESULTS,  2102,1838,517.1,508.5,1025.6, 87.4,1764,520.0,508.7,1028.8,86.7,-3.2
PSAT  ,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,    56,51,580.0,517.3,1097.3, 91.1,34,577.6,530.6,1108.2,97.1,-10.9
PSAT  ,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,   422,336,514.1,506.2,1020.3, 79.6,366,509.4,500.0,1009.4,84.7,10.9
PSAT  ,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,   518,477,543.9,539.2,1083.0, 92.1,400,543.2,538.3,1081.5,89.1,1.5
PSAT  ,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,    40,34,420.9,398.8, 819.7, 85.0,26,433.0,414.1,847.0,66.7,-27.3
PSAT  ,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,    88,88,598.2,594.2,1192.4,100.0,87,596.3,564.1,1160.5,100.0,31.9
PSAT  ,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,    40,39,499.7,469.0, 968.7, 97.5,48,515.4,457.9,973.3,96.0,-4.6
PSAT  ,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,   419,365,494.4,483.6, 978.1, 87.1,326,516.8,506.1,1022.8,79.3,-44.7
PSAT  ,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,    29,27,393.3,398.9, 792.2, 93.1,28,407.1,386.4,793.6,80.0,-1.4
PSAT  ,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,*,< 16,*,*,*,*,19,517.9,482.1,1000.0,95.0,*
PSAT  ,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,   475,408,500.1,497.4, 997.5, 85.9,430,503.6,498.5,1002.1,90.5,-4.6
PSAT  ,1560,THOMPSON R2-J,0000,DISTRICT RESULTS,  1157,989,488.5,468.8, 957.3, 85.5,1069,483.1,467.0,950.0,86.8,7.3
PSAT  ,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,   169,161,499.8,483.7, 983.5, 95.3,195,495.5,493.1,988.7,94.7,-5.2
PSAT  ,1560,THOMPSON R2-J,5121,LEAP SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,    25,23,488.7,480.4, 969.1, 92.0,< 16,*,*,*,*,*
PSAT  ,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,   397,342,503.1,476.7, 979.7, 86.1,308,492.3,472.5,964.8,84.2,14.9
PSAT  ,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,   297,246,474.1,448.9, 923.0, 82.8,280,474.1,455.2,929.3,88.9,-6.3
PSAT  ,1560,THOMPSON R2-J,8824,THOMPSON VALLEY HIGH SCHOOL,   249,199,479.4,471.4, 950.8, 79.9,254,479.4,462.3,941.7,84.1,9.1
PSAT  ,1560,THOMPSON R2-J,9260,HAROLD FERGUSON HIGH SCHOOL,*,< 16,*,*,*,*,18,387.2,363.9,751.1,72.0,*
PSAT  ,1570,ESTES PARK R-3,0000,DISTRICT RESULTS,    78,74,484.1,457.6, 941.6, 94.9,77,456.8,441.9,898.7,90.6,42.9
PSAT  ,1570,ESTES PARK R-3,2794,ESTES PARK HIGH SCHOOL,    78,74,484.1,457.6, 941.6, 94.9,77,456.8,441.9,898.7,90.6,42.9
PSAT  ,1580,TRINIDAD 1,0000,DISTRICT RESULTS,    86,83,442.4,434.5, 876.9, 96.5,70,434.1,424.1,858.3,100.0,18.6
PSAT  ,1580,TRINIDAD 1,8906,TRINIDAD HIGH SCHOOL,    86,83,442.4,434.5, 876.9, 96.5,70,434.1,424.1,858.3,100.0,18.6
PSAT  ,1590,PRIMERO REORGANIZED 2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,17,462.9,447.6,910.6,100.0,*
PSAT  ,1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,17,462.9,447.6,910.6,100.0,*
PSAT  ,1600,HOEHNE REORGANIZED 3,0000,DISTRICT RESULTS,    22,22,450.0,453.6, 903.6,100.0,36,484.2,477.8,961.9,100.0,-58.3
PSAT  ,1600,HOEHNE REORGANIZED 3,4048,HOEHNE SCHOOLS,    22,22,450.0,453.6, 903.6,100.0,36,484.2,477.8,961.9,100.0,-58.3
PSAT  ,1620,AGUILAR REORGANIZED 6,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1750,BRANSON REORGANIZED 82,0000,DISTRICT RESULTS,    51,43,477.9,437.2, 915.1, 84.3,28,484.6,440.0,924.6,59.6,-9.5
PSAT  ,1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,    45,37,490.0,447.6, 937.6, 82.2,25,491.6,450.8,942.4,56.8,-4.8
PSAT  ,1750,BRANSON REORGANIZED 82,0978,BRANSON SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1760,KIM REORGANIZED 88,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1780,GENOA-HUGO C113,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1780,GENOA-HUGO C113,4162,GENOA-HUGO SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1790,LIMON RE-4J,0000,DISTRICT RESULTS,    44,44,501.6,467.0, 968.6,100.0,31,480.6,456.5,937.1,100.0,31.5
PSAT  ,1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,    44,44,501.6,467.0, 968.6,100.0,31,480.6,456.5,937.1,100.0,31.5
PSAT  ,1810,KARVAL RE-23,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1828,VALLEY RE-1,0000,DISTRICT RESULTS,   176,166,457.5,452.3, 909.9, 94.3,145,474.9,484.0,958.9,97.3,-49.0
PSAT  ,1828,VALLEY RE-1,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,    21,20,493.0,476.5, 969.5, 95.2,19,517.4,520.5,1037.9,100.0,-68.4
PSAT  ,1828,VALLEY RE-1,8260,STERLING HIGH SCHOOL,   155,146,452.7,449.0, 901.7, 94.2,126,468.5,478.5,947.0,96.9,-45.3
PSAT  ,1850,FRENCHMAN RE-3,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1850,FRENCHMAN RE-3,2988,FLEMING HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,1860,BUFFALO RE-4J,0000,DISTRICT RESULTS,    22,19,447.9,433.2, 881.1, 86.4,21,495.7,474.3,970.0,91.3,-88.9
PSAT  ,1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,    22,19,447.9,433.2, 881.1, 86.4,21,495.7,474.3,970.0,91.3,-88.9
PSAT  ,1870,PLATEAU RE-5,0000,DISTRICT RESULTS,    17,17,504.1,447.6, 951.8,100.0,< 16,*,*,*,*,*
PSAT  ,1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,    17,17,504.1,447.6, 951.8,100.0,< 16,*,*,*,*,*
PSAT  ,1980,DE BEQUE 49JT,0000,DISTRICT RESULTS,    21,19,433.2,425.3, 858.4, 90.5,< 16,*,*,*,*,*
PSAT  ,1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,    21,19,433.2,425.3, 858.4, 90.5,< 16,*,*,*,*,*
PSAT  ,1990,PLATEAU VALLEY 50,0000,DISTRICT RESULTS,    70,56,429.6,424.6, 854.3, 80.0,46,433.3,429.1,862.4,95.8,-8.1
PSAT  ,1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,    42,28,410.7,415.4, 826.1, 66.7,< 16,*,*,*,*,*
PSAT  ,1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,    28,28,448.6,433.9, 882.5,100.0,45,435.3,430.2,865.6,95.7,16.9
PSAT  ,2000,MESA COUNTY VALLEY 51,0000,DISTRICT RESULTS,  1519,1345,465.9,454.7, 920.6, 88.5,1242,468.9,455.3,924.2,86.9,-3.6
PSAT  ,2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,   327,274,450.7,444.7, 895.5, 83.8,306,449.7,441.2,890.9,80.7,4.6
PSAT  ,2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,   375,336,465.9,451.4, 917.3, 89.6,369,473.4,460.0,933.4,86.0,-16.1
PSAT  ,2000,MESA COUNTY VALLEY 51,3604,GRAND RIVER ACADEMY,    39,35,476.6,439.4, 916.0, 89.7,23,501.3,460.4,961.7,85.2,-45.7
